State,Year,Biodiesel,CNG,E85,Electric Stations,Electric Charging Outlets,Electric Total,Hydrogen Retail,Hydrogen Non-Retail,Hydrogen Total,LNG,Propane Primary,Propane Secondary,Propane Total,Total
Arizona,2015,76.0,38.0,30.0,355.0,854.0,1209.0,0.0,0.0,0.0,8.0,58.0,35.0,93.0,1099.0
Arkansas,2015,4.0,16.0,47.0,44.0,65.0,109.0,0.0,0.0,0.0,0.0,13.0,37.0,50.0,182.0
California,2015,62.0,306.0,107.0,3473.0,10252.0,13725.0,0.0,18.0,18.0,47.0,222.0,148.0,370.0,11162.0
Colorado,2015,16.0,43.0,89.0,328.0,723.0,1051.0,0.0,2.0,2.0,1.0,31.0,27.0,58.0,932.0
Connecticut,2015,3.0,17.0,4.0,243.0,493.0,736.0,0.0,1.0,1.0,1.0,9.0,12.0,21.0,540.0
Delaware,2015,1.0,1.0,1.0,28.0,55.0,83.0,0.0,1.0,1.0,0.0,7.0,1.0,8.0,67.0
District of Columbia,2015,7.0,2.0,3.0,88.0,250.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0
Florida,2015,17.0,51.0,74.0,733.0,1713.0,2446.0,0.0,0.0,0.0,1.0,101.0,52.0,153.0,2009.0
Georgia,2015,23.0,37.0,58.0,494.0,1176.0,1670.0,0.0,0.0,0.0,3.0,41.0,46.0,87.0,1384.0
Hawaii,2015,8.0,1.0,3.0,216.0,492.0,708.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,510.0
Idaho,2015,3.0,10.0,7.0,31.0,68.0,99.0,0.0,0.0,0.0,8.0,15.0,18.0,33.0,129.0
Illinois,2015,11.0,50.0,247.0,473.0,943.0,1416.0,0.0,1.0,1.0,1.0,67.0,60.0,127.0,1380.0
Indiana,2015,7.0,32.0,194.0,158.0,307.0,465.0,0.0,0.0,0.0,1.0,29.0,161.0,190.0,731.0
Iowa,2015,10.0,10.0,214.0,85.0,156.0,241.0,0.0,0.0,0.0,0.0,8.0,25.0,33.0,423.0
Kansas,2015,5.0,16.0,26.0,158.0,551.0,709.0,0.0,0.0,0.0,1.0,20.0,21.0,41.0,640.0
Kentucky,2015,4.0,8.0,68.0,48.0,98.0,146.0,0.0,0.0,0.0,1.0,9.0,41.0,50.0,229.0
Louisiana,2015,2.0,24.0,9.0,48.0,82.0,130.0,0.0,0.0,0.0,2.0,16.0,27.0,43.0,162.0
Maine,2015,3.0,2.0,0.0,54.0,87.0,141.0,0.0,0.0,0.0,0.0,6.0,10.0,16.0,108.0
Maryland,2015,9.0,12.0,34.0,401.0,869.0,1270.0,0.0,0.0,0.0,0.0,18.0,14.0,32.0,956.0
Massachusetts,2015,11.0,22.0,6.0,430.0,1005.0,1435.0,0.0,1.0,1.0,1.0,23.0,13.0,36.0,1082.0
Michigan,2015,11.0,26.0,241.0,326.0,784.0,1110.0,0.0,2.0,2.0,0.0,42.0,70.0,112.0,1176.0
Minnesota,2015,6.0,22.0,289.0,238.0,509.0,747.0,0.0,0.0,0.0,0.0,14.0,34.0,48.0,874.0
Mississippi,2015,4.0,8.0,3.0,33.0,36.0,69.0,0.0,0.0,0.0,1.0,20.0,94.0,114.0,166.0
Missouri,2015,4.0,22.0,99.0,187.0,526.0,713.0,0.0,0.0,0.0,0.0,18.0,51.0,69.0,720.0
Montana,2015,7.0,2.0,2.0,15.0,45.0,60.0,0.0,0.0,0.0,0.0,11.0,46.0,57.0,113.0
Nebraska,2015,3.0,11.0,82.0,32.0,57.0,89.0,0.0,0.0,0.0,0.0,9.0,18.0,27.0,180.0
Nevada,2015,4.0,8.0,20.0,130.0,357.0,487.0,0.0,0.0,0.0,2.0,14.0,20.0,34.0,425.0
New Hampshire,2015,4.0,3.0,0.0,73.0,131.0,204.0,0.0,0.0,0.0,0.0,11.0,7.0,18.0,156.0
New Jersey,2015,5.0,27.0,5.0,204.0,423.0,627.0,0.0,0.0,0.0,0.0,13.0,7.0,20.0,480.0
New Mexico,2015,6.0,15.0,10.0,34.0,97.0,131.0,0.0,0.0,0.0,1.0,19.0,39.0,58.0,187.0
New York,2015,36.0,87.0,86.0,603.0,1281.0,1884.0,0.0,1.0,1.0,0.0,30.0,50.0,80.0,1571.0
North Carolina,2015,130.0,43.0,26.0,348.0,829.0,1177.0,0.0,0.0,0.0,1.0,31.0,84.0,115.0,1144.0
North Dakota,2015,3.0,1.0,53.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,19.0,24.0,86.0
Ohio,2015,12.0,54.0,136.0,193.0,350.0,543.0,0.0,1.0,1.0,3.0,43.0,61.0,104.0,660.0
Oklahoma,2015,5.0,112.0,31.0,44.0,82.0,126.0,0.0,0.0,0.0,1.0,68.0,68.0,136.0,367.0
Oregon,2015,25.0,15.0,8.0,464.0,1096.0,1560.0,0.0,0.0,0.0,3.0,20.0,31.0,51.0,1198.0
Pennsylvania,2015,6.0,60.0,37.0,276.0,484.0,760.0,0.0,1.0,1.0,1.0,62.0,45.0,107.0,696.0
Rhode Island,2015,6.0,5.0,0.0,68.0,178.0,246.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,197.0
South Carolina,2015,27.0,11.0,68.0,180.0,328.0,508.0,0.0,2.0,2.0,1.0,16.0,40.0,56.0,493.0
South Dakota,2015,2.0,0.0,80.0,19.0,36.0,55.0,0.0,0.0,0.0,0.0,3.0,20.0,23.0,141.0
Tennessee,2015,35.0,21.0,69.0,384.0,867.0,1251.0,0.0,0.0,0.0,0.0,37.0,61.0,98.0,1090.0
Texas,2015,21.0,116.0,197.0,816.0,1998.0,2814.0,0.0,1.0,1.0,16.0,192.0,297.0,489.0,2838.0
Utah,2015,1.0,92.0,3.0,120.0,264.0,384.0,0.0,0.0,0.0,6.0,15.0,30.0,45.0,411.0
Vermont,2015,2.0,3.0,1.0,109.0,255.0,364.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,265.0
Virginia,2015,9.0,21.0,18.0,311.0,766.0,1077.0,0.0,0.0,0.0,1.0,42.0,42.0,84.0,899.0
Washington,2015,30.0,24.0,21.0,641.0,1576.0,2217.0,0.0,0.0,0.0,1.0,38.0,54.0,92.0,1744.0
West Virginia,2015,2.0,3.0,9.0,32.0,68.0,100.0,0.0,0.0,0.0,0.0,9.0,7.0,16.0,98.0
Wisconsin,2015,6.0,57.0,156.0,225.0,376.0,601.0,0.0,0.0,0.0,1.0,26.0,48.0,74.0,670.0
Wyoming,2015,14.0,12.0,11.0,15.0,32.0,47.0,0.0,0.0,0.0,0.0,3.0,26.0,29.0,98.0
Total,2015,713.0,1609.0,3013.0,14119.0,34289.0,48408.0,0.0,35.0,35.0,117.0,1538.0,2210.0,3748.0,43524.0
Alabama,2014,6.0,25.0,32.0,67.0,94.0,161.0,0.0,0.0,0.0,1.0,33.0,68.0,101.0,259.0
Alaska,2014,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0
Arizona,2014,78.0,36.0,29.0,312.0,768.0,1080.0,0.0,1.0,1.0,7.0,37.0,29.0,66.0,985.0
Arkansas,2014,4.0,13.0,43.0,42.0,59.0,101.0,0.0,0.0,0.0,1.0,13.0,24.0,37.0,157.0
California,2014,85.0,284.0,94.0,2407.0,6960.0,9367.0,0.0,22.0,22.0,46.0,107.0,130.0,237.0,7728.0
Colorado,2014,17.0,42.0,86.0,216.0,456.0,672.0,0.0,1.0,1.0,0.0,26.0,22.0,48.0,650.0
Connecticut,2014,3.0,15.0,3.0,202.0,356.0,558.0,0.0,1.0,1.0,1.0,12.0,5.0,17.0,396.0
Delaware,2014,1.0,1.0,1.0,16.0,26.0,42.0,0.0,1.0,1.0,0.0,6.0,1.0,7.0,37.0
District of Columbia,2014,7.0,2.0,3.0,62.0,134.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
Florida,2014,17.0,42.0,62.0,585.0,1303.0,1888.0,0.0,0.0,0.0,1.0,33.0,29.0,62.0,1487.0
Georgia,2014,24.0,30.0,52.0,314.0,687.0,1001.0,0.0,0.0,0.0,2.0,22.0,36.0,58.0,853.0
Hawaii,2014,9.0,1.0,3.0,194.0,437.0,631.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,455.0
Idaho,2014,4.0,10.0,8.0,14.0,21.0,35.0,0.0,0.0,0.0,8.0,10.0,15.0,25.0,76.0
Illinois,2014,12.0,49.0,234.0,434.0,856.0,1290.0,0.0,1.0,1.0,1.0,53.0,51.0,104.0,1257.0
Indiana,2014,6.0,28.0,188.0,132.0,241.0,373.0,0.0,0.0,0.0,2.0,21.0,153.0,174.0,639.0
Iowa,2014,9.0,6.0,210.0,59.0,111.0,170.0,0.0,0.0,0.0,0.0,2.0,17.0,19.0,355.0
Kansas,2014,6.0,12.0,24.0,97.0,184.0,281.0,0.0,0.0,0.0,0.0,19.0,16.0,35.0,261.0
Kentucky,2014,4.0,5.0,62.0,40.0,106.0,146.0,0.0,0.0,0.0,1.0,6.0,41.0,47.0,225.0
Louisiana,2014,2.0,24.0,8.0,46.0,68.0,114.0,0.0,0.0,0.0,1.0,15.0,18.0,33.0,136.0
Maine,2014,3.0,2.0,0.0,30.0,41.0,71.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,61.0
Maryland,2014,8.0,11.0,34.0,294.0,674.0,968.0,0.0,0.0,0.0,0.0,9.0,11.0,20.0,747.0
Massachusetts,2014,12.0,24.0,9.0,301.0,750.0,1051.0,0.0,1.0,1.0,0.0,10.0,11.0,21.0,817.0
Michigan,2014,16.0,23.0,220.0,289.0,721.0,1010.0,0.0,4.0,4.0,0.0,25.0,56.0,81.0,1065.0
Minnesota,2014,10.0,17.0,278.0,211.0,454.0,665.0,0.0,0.0,0.0,0.0,11.0,18.0,29.0,788.0
Mississippi,2014,4.0,8.0,3.0,33.0,35.0,68.0,0.0,0.0,0.0,0.0,40.0,71.0,111.0,161.0
Missouri,2014,5.0,18.0,101.0,108.0,196.0,304.0,0.0,1.0,1.0,0.0,10.0,52.0,62.0,383.0
Montana,2014,6.0,2.0,2.0,4.0,10.0,14.0,0.0,0.0,0.0,0.0,7.0,43.0,50.0,70.0
Nebraska,2014,5.0,11.0,80.0,23.0,42.0,65.0,0.0,0.0,0.0,0.0,8.0,16.0,24.0,162.0
Nevada,2014,5.0,9.0,21.0,88.0,263.0,351.0,0.0,1.0,1.0,4.0,7.0,25.0,32.0,335.0
New Hampshire,2014,4.0,3.0,1.0,47.0,65.0,112.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,88.0
New Jersey,2014,5.0,25.0,5.0,145.0,266.0,411.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,310.0
New Mexico,2014,8.0,14.0,14.0,25.0,59.0,84.0,0.0,0.0,0.0,1.0,9.0,35.0,44.0,140.0
New York,2014,37.0,113.0,83.0,503.0,1072.0,1575.0,0.0,7.0,7.0,0.0,12.0,45.0,57.0,1369.0
North Carolina,2014,133.0,39.0,23.0,288.0,692.0,980.0,0.0,0.0,0.0,0.0,29.0,61.0,90.0,977.0
North Dakota,2014,3.0,1.0,77.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,18.0,19.0,104.0
Ohio,2014,17.0,45.0,128.0,159.0,242.0,401.0,0.0,2.0,2.0,2.0,40.0,28.0,68.0,504.0
Oklahoma,2014,6.0,102.0,25.0,34.0,48.0,82.0,0.0,0.0,0.0,1.0,105.0,38.0,143.0,325.0
Oregon,2014,25.0,15.0,7.0,424.0,967.0,1391.0,0.0,0.0,0.0,1.0,10.0,24.0,34.0,1049.0
Pennsylvania,2014,6.0,46.0,33.0,242.0,386.0,628.0,0.0,2.0,2.0,0.0,32.0,42.0,74.0,547.0
Rhode Island,2014,6.0,6.0,0.0,64.0,151.0,215.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,168.0
South Carolina,2014,41.0,9.0,71.0,151.0,247.0,398.0,0.0,2.0,2.0,1.0,15.0,30.0,45.0,416.0
South Dakota,2014,2.0,0.0,82.0,11.0,32.0,43.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,134.0
Tennessee,2014,37.0,18.0,66.0,388.0,914.0,1302.0,0.0,0.0,0.0,2.0,48.0,43.0,91.0,1128.0
Texas,2014,17.0,97.0,137.0,711.0,1878.0,2589.0,0.0,1.0,1.0,10.0,177.0,264.0,441.0,2581.0
Utah,2014,3.0,89.0,3.0,70.0,145.0,215.0,0.0,0.0,0.0,7.0,11.0,12.0,23.0,270.0
Vermont,2014,1.0,3.0,1.0,51.0,120.0,171.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,127.0
Virginia,2014,11.0,23.0,17.0,245.0,631.0,876.0,0.0,1.0,1.0,0.0,36.0,37.0,73.0,756.0
Washington,2014,31.0,23.0,21.0,563.0,1518.0,2081.0,0.0,0.0,0.0,1.0,29.0,41.0,70.0,1664.0
West Virginia,2014,2.0,3.0,9.0,28.0,101.0,129.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,127.0
Wisconsin,2014,6.0,60.0,136.0,174.0,304.0,478.0,0.0,0.0,0.0,1.0,30.0,24.0,54.0,561.0
Wyoming,2014,13.0,11.0,10.0,10.0,17.0,27.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,69.0
Total,2014,782.0,1496.0,2839.0,10957.0,25913.0,36870.0,0.0,51.0,51.0,103.0,1159.0,1770.0,2929.0,34113.0
